year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2012-01	749705	2472285	3.2976770863206193	343	38267874	51.04390927097992	1871	15.4787469891214
2012-02	625284	2125702	3.3995784315606987	181	33088960	52.918289929056236	1870	15.56613297630618
2012-03	686331	2330077	3.3949756021511486	132	36305061	52.89730611031703	1843	15.581056334189814
2012-04	582359	2013676	3.4577914997450026	265	31568025	54.20715572353136	1929	15.676814442839861
2012-05	647594	2198562	3.3949696877982194	224	34168147	52.761679385540944	1862	15.541134159509715
2012-06	643500	2230175	3.4656954156954156	253	34796923	54.07447241647242	1814	15.60277691212573
2012-07	738779	2552576	3.4551279882075696	134	39858829	53.95230373359286	2125	15.615138981170395
2012-08	877093	2988040	3.4067539018097284	185	46417975	52.92252360924098	2432	15.534589563727394
2012-09	824213	2730508	3.312866940948517	134	42134420	51.12079037821534	2004	15.430982073665414
2012-10	942011	3035000	3.2218307429531077	356	46389826	49.24552473378761	2358	15.284950906095553
2012-11	959671	3194677	3.3289293935109012	159	48508088	50.546581067886805	2611	15.184035193542258
2012-12	772125	2731352	3.537447952080298	152	42317162	54.806102638821436	2425	15.493119158570554
