year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2015-01	702296	2292580	3.2644070306537416	160	36317263	51.71218830806384	1818	15.841219499428592
2015-02	625527	2128866	3.4033159240128725	139	33703310	53.879864498255074	1883	15.831578878144514
2015-03	715962	2442581	3.4116070405971266	161	38689385	54.038321866244296	1867	15.839550459124998
2015-04	747147	2520379	3.3733375092184	162	39806869	53.27849673491294	1907	15.794001219657837
2015-05	801488	2692578	3.3594738785858302	128	42806649	53.408970564749566	1862	15.898016324875268
2015-06	803646	2686980	3.3434870577343756	141	42376277	52.73002914218449	1820	15.770968522281521
2015-07	955868	3168671	3.3149671293525884	163	49652532	51.94496729673972	2284	15.669828770484534
2015-08	1064256	3410016	3.204131336821216	141	52947878	49.75107305009321	1883	15.527164095417733
2015-09	1065294	3357854	3.152044412152889	169	52197671	48.99837134162025	2727	15.544949542177832
2015-10	1305743	4076791	3.1222001573050746	168	62996532	48.245735952633865	1901	15.4524801492154
2015-11	1161315	3696182	3.182755755329088	183	57665640	49.655468154635045	2000	15.60140707356943
2015-12	1319939	4173536	3.1619158158066396	195	64619861	48.95670254458729	1910	15.483240350628341
