year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2012-01	672414	2392583	3.5581992641438163	200	37915576	56.387249521871944	1871	15.847130904131644
2012-02	564064	2063261	3.657849109320928	181	32866128	58.2666647756283	1870	15.929214966017387
2012-03	621364	2263840	3.6433394918276565	132	36071285	58.05177802383144	1843	15.933672432680755
2012-04	527937	1958306	3.7093554723385553	265	31368957	59.41799305598963	1834	16.01841438467737
2012-05	588106	2137962	3.6353344465113433	224	33951009	57.72940422304823	1862	15.88008065625114
2012-06	584535	2170238	3.7127597149871265	253	34577599	59.15402670498773	1814	15.932629969616235
2012-07	671381	2484241	3.7001955670476225	134	39613963	59.00369983660544	2125	15.946103055218877
2012-08	795731	2905050	3.6507940497479674	185	46113427	57.951024906658155	1888	15.873539870225986
2012-09	743726	2649000	3.561795607522125	134	41844072	56.26275268042263	2004	15.796176670441676
2012-10	845350	2937152	3.4744803927367363	356	46044013	54.46739575323831	2357	15.676414771860632
2012-11	863493	3097162	3.5867829849228654	159	48141580	55.752136959998516	2275	15.543772008051242
2012-12	704866	2663219	3.7783337542171136	152	42072584	59.68876921287167	2425	15.797643378182567
