year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2011-01	286314	997860	3.485194576583751	176	15618238	54.549333948043056	1754	15.651732707995109
2011-02	285451	1022892	3.583424125331493	153	16028023	56.14982256149041	1846	15.669320905823879
2011-03	353601	1278050	3.614384574704257	127	20086570	56.805749983738735	1845	15.716576033801495
2011-04	321866	1156244	3.592314814239466	140	18155089	56.4057371701267	1829	15.701780074102006
2011-05	365545	1315364	3.598364086500978	133	20818919	56.953094694223694	1810	15.827496419242125
2011-06	374109	1356358	3.625569018654991	131	21246280	56.79168370715487	1842	15.664212545655351
2011-07	416856	1523261	3.654165946993686	144	24034180	57.655833189398734	1890	15.77811025162464
2011-08	422876	1546654	3.6574645995516417	158	24523228	57.991534161314426	2557	15.85566519725808
2011-09	405711	1535878	3.785645447128621	131	24455308	60.27765576974743	1828	15.922689171926416
2011-10	541945	2015297	3.7186375001153253	179	31761506	58.6065117308952	1839	15.760211025967884
2011-11	540681	1944652	3.596671604883471	178	30545147	56.49384202514977	3057	15.707256105462571
2011-12	588491	2115144	3.5941824089068484	144	33572658	57.04871952162395	1860	15.872516481147382
