year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2015-01	612615	2201436	3.593506525305453	160	35934786	58.658025023873066	1818	16.323338947850402
2015-02	569726	2071701	3.636311139038766	139	33490305	58.7831782295349	1882	16.16560739218642
2015-03	651036	2376184	3.6498503922978145	161	38447067	59.05520892853851	1867	16.180172495059306
2015-04	676487	2446742	3.616835208954496	162	39511998	58.40762350200374	1907	16.14882075837992
2015-05	726692	2615773	3.5995621253570977	128	42519048	58.51041156363356	1862	16.254869210745735
2015-06	728002	2609757	3.584821195546166	141	42091024	57.817181820929065	1820	16.128330721979097
2015-07	863477	3074645	3.5607723193553507	145	49313609	57.11050670718502	1912	16.03879764980998
2015-08	954174	3298260	3.4566651365474224	141	52547522	55.071215522535724	1883	15.931891967279718
2015-09	955998	3246018	3.395423421387911	169	51725166	54.10593536806562	1861	15.934959695232743
2015-10	1168332	3937242	3.3699684678670105	168	62468058	53.467728351187844	1901	15.865943216088827
2015-11	1045047	3576334	3.422175270585916	169	57089538	54.628679858417854	1882	15.963144941160417
2015-12	1183217	4033561	3.408978234761671	195	64078977	54.15657229400862	1910	15.886452938234974
