year-month	num_comments	num_sentences	avg_num_sentences	max_num_sentences	num_words	avg_num_words	max_num_words	avg_words_sentence
2013-01	761921	2847960	3.7378678366917306	179	45166580	59.27987284770993	2214	15.859274708914452
2013-02	661110	2434057	3.6817730786102163	145	38443757	58.15031840389648	2586	15.79410712238867
2013-03	670683	2476310	3.6922212133004715	161	39485037	58.87287585938513	1950	15.945110668696568
2013-04	757010	2693457	3.5580203696120263	144	42760291	56.48576769131187	1892	15.87561672601419
2013-05	682818	2475111	3.6248473238842562	142	39654546	58.07483985483687	1856	16.021320255940037
2013-06	633876	2281816	3.5997829228429534	162	36422307	57.45967192321527	2477	15.96198247360874
2013-07	664411	2461537	3.7048408289447345	163	39461426	59.39309553875538	1973	16.031213831033213
2013-08	567679	2177371	3.8355672836233152	151	34385271	60.57168047435258	2439	15.792104790593793
2013-09	523690	2007067	3.8325478813802056	168	31636913	60.41152781225534	2126	15.762758791809143
2013-10	667877	2519781	3.772821941764726	171	39399594	58.99229049660342	1945	15.636118376954188
2013-11	506528	2009874	3.967942542169436	302	31740529	62.66293077579127	2311	15.792297925143567
2013-12	493833	1920935	3.8898473775547604	157	31192930	63.16493632462796	2412	16.238409940992277
